year_bucket	date_range	city_ancient	city_modern	country_modern	lat	lon	location_precision	ruling_empire_polity	ruling_subdivision	church_presence_status	church_planted_year_earliest_claim	church_planted_year_scholarly	church_planted_by	apostolic_origin_thread	key_figures	denomination_label_historic	modern_denom_mapping	council_context	evidence_notes_and_citations
0270	0270-0279	Byzantium	Istanbul	Türkiye	41.00820	28.97840	exact	Roman Empire	Thrace	attested	0036	0100	Andrew the Apostle (trad.); Stachys (trad.)	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Byzantine church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0280	0280-0289	Byzantium	Istanbul	Türkiye	41.00820	28.97840	exact	Roman Empire	Thrace	attested	0036	0100	Andrew the Apostle (trad.); Stachys (trad.)	Unknown/Composite	unnamed bishops; Metrophanes (bishop c.306-314)	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Byzantine church continues; Metrophanes will be the first bishop of Constantinople after the city's refounding. Evidence: General records. Citations: https://www.newadvent.org/fathers/2601.htm
0290	0290-0299	Byzantium	Istanbul	Türkiye	41.00820	28.97840	exact	Roman Empire	Thrace	attested	0036	0100	Andrew the Apostle (trad.); Stachys (trad.)	Unknown/Composite	Metrophanes of Byzantium	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Metrophanes bishop (~306-314); Diocletian siege of Byzantium (306) followed by Constantine's eventual control. Evidence: General records. Citations: https://www.newadvent.org/fathers/2601.htm
0300	0300-0309	Byzantium	Istanbul	Türkiye	41.00820	28.97840	exact	Roman Empire	Thrace	attested	0036	0100	Andrew the Apostle (trad.); Stachys (trad.)	Unknown/Composite	Metrophanes of Byzantium	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Metrophanes bishop; Byzantine church is established; the city will soon become Constantine's new capital. Evidence: General records. Citations: https://www.newadvent.org/fathers/2601.htm
0310	0310-0319	Byzantium	Istanbul	Türkiye	41.00820	28.97840	exact	Roman Empire	Thrace	attested	0036	0100	Andrew the Apostle (trad.); Stachys (trad.)	Unknown/Composite	Metrophanes of Byzantium; Alexander of Byzantium	proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Metrophanes then Alexander of Byzantium bishop; Constantine defeats Licinius at Byzantium (324) and begins transforming it. Evidence: Eusebius, Life of Constantine 3.3. Citations: https://www.newadvent.org/fathers/2601.htm
0320	0320-0329	Byzantium / Constantinople	Istanbul	Türkiye	41.00820	28.97840	exact	Roman Empire	Thrace / Europa	attested	0036	0100	Andrew the Apostle (trad.); Stachys (trad.)	Unknown/Composite	Alexander of Byzantium; Constantine I	Nicene proto-orthodox	Eastern Orthodox; Catholic; multiple heirs	Nicaea I (325): affected	Summary: Constantine refounds Byzantium as Constantinople (dedicated 330 AD); Alexander of Byzantium becomes first bishop of Constantinople; attends Nicaea (325). Evidence: Eusebius, Life of Constantine 3.48. Citations: https://www.britannica.com/event/First-Council-of-Nicaea-325
0330	0330-0339	Constantinople	Istanbul	Türkiye	41.00820	28.97840	exact	Roman Empire	Europa	attested	0036	0100	Andrew the Apostle (trad.); Stachys (trad.)	Unknown/Composite	Alexander of Constantinople; Eusebius of Nicomedia (then)	Nicene proto-orthodox	Eastern Orthodox; Catholic; multiple heirs		Summary: Constantinople dedicated 330 AD; Alexander bishop; the city is now the imperial capital and the church gains enormous prestige. Evidence: Eusebius, Life of Constantine 3.48. Citations: https://www.britannica.com/biography/Constantine-I-Roman-emperor
0340	0340-0349	Constantinople	Istanbul	Türkiye	41.00820	28.97840	exact	Roman Empire	Europa	attested	0036	0100	Andrew the Apostle (trad.); Stachys (trad.)	Unknown/Composite	Paul of Constantinople; Eusebius of Nicomedia; Macedonius	Nicene vs. Arian contested	Eastern Orthodox; Catholic; multiple heirs		Summary: Constantinople church is deeply contested between Nicene (Paul) and Arian (Eusebius of Nicomedia, Macedonius) factions; Paul expelled multiple times. Evidence: Sozomen, Ecc. Hist. 3.7. Citations: https://www.newadvent.org/fathers/2602.htm
0350	0350-0359	Constantinople	Istanbul	Türkiye	41.00820	28.97840	exact	Roman Empire	Europa	attested	0036	0100	Andrew the Apostle (trad.); Stachys (trad.)	Unknown/Composite	Paul of Constantinople (martyred 351); Macedonius	Arian (dominant under Constantius II)	Eastern Orthodox; Catholic; multiple heirs		Summary: Paul of Constantinople martyred (~351) under Constantius II; Macedonius leads the Arian-leaning party; Constantinople becomes an increasingly powerful see. Evidence: Sozomen, Ecc. Hist. 4.2. Citations: https://www.newadvent.org/fathers/2602.htm
0190	0190-0199	Londinium	London	UK	51.50740	-0.12780	approx_city	Roman Empire	Britannia	probable	0040	0200	unknown	Unknown/Composite	unnamed	proto-orthodox	Anglican; Roman Catholic; multiple heirs		Summary: Christianity in Roman Britain is probable by the late 2nd/early 3rd century; Tertullian (~197 AD) mentions Britains as reached by Christianity. Uncertainty: Tertullian may be rhetorical exaggeration. Evidence: Tertullian, Adversus Judaeos 7. Citations: https://www.newadvent.org/fathers/0301.htm
0200	0200-0209	Londinium	London	UK	51.50740	-0.12780	approx_city	Roman Empire	Britannia	probable	0040	0200	unknown	Unknown/Composite	unnamed	proto-orthodox	Anglican; Roman Catholic; multiple heirs		Summary: Christianity probable in Roman Britain; Origen (~c.240) also mentions Britain having Christianity. Uncertainty: rhetorical nature of sources. Evidence: Origen, Homilies on Ezekiel 4.1; Tertullian, Adversus Judaeos 7. Citations: https://www.newadvent.org/fathers/1208.htm
0210	0210-0219	Londinium	London	UK	51.50740	-0.12780	approx_city	Roman Empire	Britannia	probable	0040	0200	unknown	Unknown/Composite	unnamed	proto-orthodox	Anglican; Roman Catholic; multiple heirs		Summary: Christianity probable in Roman Britain; Londinium is the provincial capital. Evidence: Origen, Homilies (mentions Britain). Citations: https://www.newadvent.org/fathers/1208.htm
0220	0220-0229	Londinium	London	UK	51.50740	-0.12780	approx_city	Roman Empire	Britannia	probable	0040	0200	unknown	Unknown/Composite	unnamed	proto-orthodox	Anglican; Roman Catholic; multiple heirs		Summary: Christianity probable in Britain; Londinium is center of Roman administration. Evidence: General records. Citations: https://www.newadvent.org/fathers/2501.htm
0230	0230-0239	Londinium	London	UK	51.50740	-0.12780	approx_city	Roman Empire	Britannia	probable	0040	0200	unknown	Unknown/Composite	unnamed	proto-orthodox	Anglican; Roman Catholic; multiple heirs		Summary: Christianity probable in Britain. Evidence: General records. Citations: https://www.newadvent.org/fathers/2501.htm
0240	0240-0249	Londinium	London	UK	51.50740	-0.12780	approx_city	Roman Empire	Britannia	probable	0040	0200	unknown	Unknown/Composite	unnamed	proto-orthodox	Anglican; Roman Catholic; multiple heirs		Summary: Christianity probable in Britain; Alban of Verulamium may have been martyred c.209 or c.304 (dates debated). Uncertainty: dating of Alban's martyrdom is heavily disputed. Evidence: Bede, Ecclesiastical History 1.7. Citations: https://www.newadvent.org/fathers/2201.htm
0250	0250-0259	Londinium	London	UK	51.50740	-0.12780	approx_city	Roman Empire	Britannia	probable	0040	0200	unknown	Unknown/Composite	unnamed	proto-orthodox	Anglican; Roman Catholic; multiple heirs		Summary: Christianity probable in Britain; Decian persecution may have affected Britain. Evidence: General records. Citations: https://www.newadvent.org/fathers/2501.htm
0260	0260-0269	Londinium	London	UK	51.50740	-0.12780	approx_city	Roman Empire	Britannia	probable	0040	0200	unknown	Unknown/Composite	unnamed	proto-orthodox	Anglican; Roman Catholic; multiple heirs		Summary: Christianity probable in Britain. Evidence: General records. Citations: https://www.newadvent.org/fathers/2501.htm
0270	0270-0279	Londinium	London	UK	51.50740	-0.12780	approx_city	Roman Empire	Britannia	probable	0040	0200	unknown	Unknown/Composite	unnamed	proto-orthodox	Anglican; Roman Catholic; multiple heirs		Summary: Christianity probable in Britain. Evidence: General records. Citations: https://www.newadvent.org/fathers/2501.htm
0280	0280-0289	Londinium	London	UK	51.50740	-0.12780	approx_city	Roman Empire	Britannia	probable	0040	0200	unknown	Unknown/Composite	unnamed	proto-orthodox	Anglican; Roman Catholic; multiple heirs		Summary: Christianity probable in Britain; Diocletian period Britain under Carausius and Allectus (independent). Evidence: General records. Citations: https://www.newadvent.org/fathers/2501.htm
0290	0290-0299	Londinium	London	UK	51.50740	-0.12780	approx_city	Roman Empire	Britannia	probable	0040	0200	unknown	Unknown/Composite	unnamed	proto-orthodox	Anglican; Roman Catholic; multiple heirs		Summary: Christianity probable in Britain; Alban of Verulamium martyred c.304 (scholarly date for his martyrdom). Evidence: Bede, Ecc. Hist. 1.7. Citations: https://www.newadvent.org/fathers/2201.htm
0300	0300-0309	Londinium	London	UK	51.50740	-0.12780	approx_city	Roman Empire	Britannia	probable	0040	0200	unknown	Unknown/Composite	unnamed; Alban (martyr, Verulamium)	proto-orthodox	Anglican; Roman Catholic; multiple heirs		Summary: Diocletian persecution affects Britain; Alban of Verulamium likely martyred c.304; Aaron and Julius of Caerleon also martyred. Evidence: Bede, Ecc. Hist. 1.7. Citations: https://www.newadvent.org/fathers/2201.htm
0310	0310-0319	Londinium	London	UK	51.50740	-0.12780	approx_city	Roman Empire	Britannia	attested	0040	0200	unknown	Unknown/Composite	Restitutus (Bishop of London); Eborius (Bishop of York); Adelfius	proto-orthodox	Anglican; Roman Catholic; multiple heirs		Summary: Three British bishops attend Council of Arles (314): Restitutus of London, Eborius of York, Adelfius of Caerleon; this is the first solid documentary attestation of Christianity in Britain. Evidence: Council of Arles records (314). Citations: https://www.britannica.com/event/Council-of-Arles
0320	0320-0329	Londinium	London	UK	51.50740	-0.12780	approx_city	Roman Empire	Britannia	attested	0040	0200	unknown	Unknown/Composite	Restitutus of London; unnamed successors	Nicene proto-orthodox	Anglican; Roman Catholic; multiple heirs	Nicaea I (325): affected	Summary: British bishops represented at Nicaea (325) though evidence is indirect; the Church in Britain is an established part of the Western church. Evidence: Nicaea records. Citations: https://www.britannica.com/event/First-Council-of-Nicaea-325
0330	0330-0339	Londinium	London	UK	51.50740	-0.12780	approx_city	Roman Empire	Britannia	attested	0040	0200	unknown	Unknown/Composite	unnamed bishops	Nicene proto-orthodox	Anglican; Roman Catholic; multiple heirs		Summary: British church attested in post-Nicaea network. Evidence: General records. Citations: https://www.newadvent.org/fathers/2602.htm
0340	0340-0349	Londinium	London	UK	51.50740	-0.12780	approx_city	Roman Empire	Britannia	attested	0040	0200	unknown	Unknown/Composite	unnamed bishops	Nicene proto-orthodox	Anglican; Roman Catholic; multiple heirs		Summary: British church attested. Evidence: General records. Citations: https://www.newadvent.org/fathers/2602.htm
0350	0350-0359	Londinium	London	UK	51.50740	-0.12780	approx_city	Roman Empire	Britannia	attested	0040	0200	unknown	Unknown/Composite	unnamed bishops	Nicene proto-orthodox	Anglican; Roman Catholic; multiple heirs		Summary: British church established; Londinium is the center of Roman administration in Britain and the primary ecclesiastical see. Evidence: General records. Citations: https://www.newadvent.org/fathers/2602.htm
0100	0100-0109	Seleucia-Ctesiphon	Al-Madain	Iraq	33.09560	44.57590	approx_city	Parthian Empire	Parthian Babylonia	probable	0035	0100	Thomas the Apostle (trad.); Addai tradition	Unknown/Composite	unnamed missionaries from Edessa	Jewish Christianity (trad.)	Assyrian Church of the East; Chaldean Catholic		Summary: Christianity in Mesopotamia is probable by the early 2nd century via the Syriac tradition from Edessa; Seleucia-Ctesiphon as Parthian capital would attract Christian traders. Uncertainty: no contemporary documentation. Evidence: Eusebius, Ecc. Hist. 1.13 (Addai tradition implies Mesopotamian spread). Citations: https://www.newadvent.org/fathers/250101.htm
0110	0110-0119	Seleucia-Ctesiphon	Al-Madain	Iraq	33.09560	44.57590	approx_city	Parthian Empire	Parthian Babylonia	probable	0035	0100	Thomas the Apostle (trad.); Addai tradition	Unknown/Composite	unnamed missionaries	claimed tradition	Assyrian Church of the East; Chaldean Catholic		Summary: Christianity probable in Mesopotamia; the Addai tradition implies spread through this region. Evidence: Doctrine of Addai. Citations: https://www.newadvent.org/fathers/250101.htm
0120	0120-0129	Seleucia-Ctesiphon	Al-Madain	Iraq	33.09560	44.57590	approx_city	Parthian Empire	Parthian Babylonia	probable	0035	0100	Thomas the Apostle (trad.); Addai tradition	Unknown/Composite	unnamed missionaries	claimed tradition	Assyrian Church of the East; Chaldean Catholic		Summary: Christianity probable in Mesopotamia. Evidence: General records. Citations: https://www.newadvent.org/fathers/2501.htm
0130	0130-0139	Seleucia-Ctesiphon	Al-Madain	Iraq	33.09560	44.57590	approx_city	Parthian Empire	Parthian Babylonia	probable	0035	0100	Thomas the Apostle (trad.); Addai tradition	Unknown/Composite	unnamed missionaries	proto-orthodox	Assyrian Church of the East; Chaldean Catholic		Summary: Christianity probable in Mesopotamia via Syriac network. Evidence: General records. Citations: https://www.newadvent.org/fathers/2501.htm
0140	0140-0149	Seleucia-Ctesiphon	Al-Madain	Iraq	33.09560	44.57590	approx_city	Parthian Empire	Parthian Babylonia	probable	0035	0100	Thomas the Apostle (trad.); Addai tradition	Unknown/Composite	unnamed missionaries	proto-orthodox	Assyrian Church of the East; Chaldean Catholic		Summary: Christianity probable in Mesopotamia. Evidence: General records. Citations: https://www.newadvent.org/fathers/2501.htm
0150	0150-0159	Seleucia-Ctesiphon	Al-Madain	Iraq	33.09560	44.57590	approx_city	Parthian Empire	Parthian Babylonia	probable	0035	0100	Thomas the Apostle (trad.); Addai tradition	Unknown/Composite	unnamed missionaries; Bardaisan (Edessa context)	proto-orthodox	Assyrian Church of the East; Chaldean Catholic		Summary: Christianity probable in Mesopotamia; the Bardaisan school at Edessa implies growing Syriac Christian presence in the region. Evidence: Eusebius, Ecc. Hist. 4.30. Citations: https://www.britannica.com/biography/Bardesanes
0160	0160-0169	Seleucia-Ctesiphon	Al-Madain	Iraq	33.09560	44.57590	approx_city	Parthian Empire	Parthian Babylonia	probable	0035	0100	Thomas the Apostle (trad.); Addai tradition	Unknown/Composite	unnamed missionaries	proto-orthodox	Assyrian Church of the East; Chaldean Catholic		Summary: Christianity probable in Mesopotamia. Evidence: General records. Citations: https://www.newadvent.org/fathers/2501.htm
0170	0170-0179	Seleucia-Ctesiphon	Al-Madain	Iraq	33.09560	44.57590	approx_city	Parthian Empire	Parthian Babylonia	probable	0035	0100	Thomas the Apostle (trad.); Addai tradition	Unknown/Composite	unnamed missionaries	proto-orthodox	Assyrian Church of the East; Chaldean Catholic		Summary: Christianity probable in Mesopotamia; Syriac Christianity of Edessa is by now well-attested implying spread into Parthian territory. Evidence: Eusebius, Ecc. Hist. 4.30. Citations: https://www.newadvent.org/fathers/250105.htm
0180	0180-0189	Seleucia-Ctesiphon	Al-Madain	Iraq	33.09560	44.57590	approx_city	Parthian Empire	Parthian Babylonia	probable	0035	0100	Thomas the Apostle (trad.); Addai tradition	Unknown/Composite	unnamed missionaries	proto-orthodox	Assyrian Church of the East; Chaldean Catholic		Summary: Christianity probable in Mesopotamia. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0190	0190-0199	Seleucia-Ctesiphon	Al-Madain	Iraq	33.09560	44.57590	approx_city	Parthian Empire	Parthian Babylonia	attested	0035	0100	Thomas the Apostle (trad.); Addai tradition	Unknown/Composite	unnamed bishops; Papa bar Gaggai (later)	proto-orthodox	Assyrian Church of the East; Chaldean Catholic		Summary: Christianity attested in Mesopotamia by the late 2nd century; Seleucia-Ctesiphon is developing as the center of eastern Christianity. Evidence: Eusebius, Ecc. Hist. 4.30; Chronicle of Edessa. Citations: https://www.newadvent.org/fathers/250106.htm
0200	0200-0209	Seleucia-Ctesiphon	Al-Madain	Iraq	33.09560	44.57590	approx_city	Parthian Empire	Parthian Babylonia	attested	0035	0100	Thomas the Apostle (trad.); Addai tradition	Unknown/Composite	unnamed bishops	proto-orthodox	Assyrian Church of the East; Chaldean Catholic		Summary: Christianity attested in Mesopotamia; the community is linked to the Syriac tradition via Edessa. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
